program,tool_id,item,vendor,lead_time_days_planned,lead_time_days_actual,expedite_spend_usd,expedite_reason,need_by_date,promise_date,received_date
Orion-Ramp,T-OR-03,Gas Box,VendorE,169,210,0.0,,2026-01-23,2026-01-28,
Helios-NewBay,T-HE-03,Valve Manifold,VendorA,85,114,173.84,Supplier expedite,2025-07-29,2025-08-04,
Atlas-Sustaining,T-AT-08,Pressure Transducer,VendorE,33,43,0.0,,2026-01-14,2026-01-06,2025-12-30
Orion-Ramp,T-OR-08,Vac Pump,VendorF,130,135,2057.24,Priority build,2026-06-04,2026-05-11,2026-05-31
Atlas-Sustaining,T-AT-10,Tool Frame,VendorE,134,176,195.3,Missing parts,2026-02-10,2026-01-07,
Helios-NewBay,T-HE-06,Pressure Transducer,VendorD,167,175,0.0,,2025-07-18,2025-06-21,2025-07-20
Phoenix-ETD,T-PH-06,Pressure Transducer,VendorF,85,97,8733.75,Missing parts,2026-04-10,2026-03-29,2026-03-29
Helios-NewBay,T-HE-02,Harness,VendorF,71,88,7720.9,Late ECO,2026-01-01,2025-12-20,2026-01-15
Orion-Ramp,T-OR-08,MFC,VendorC,51,54,0.0,,2025-10-04,2025-09-20,2025-09-12
Helios-NewBay,T-HE-07,Tool Frame,VendorD,166,138,1769.06,Capacity constraint,2026-05-25,2026-04-17,2026-05-08
Helios-NewBay,T-HE-05,MFC,VendorC,76,71,0.0,,2026-04-27,2026-03-28,2026-03-20
Orion-Ramp,T-OR-03,Tool Frame,VendorE,51,77,5346.17,Supplier expedite,2025-12-12,2025-11-11,2025-11-09
Orion-Ramp,T-OR-10,RF Gen,VendorF,153,153,0.0,,2026-02-13,2026-01-28,2026-02-21
Orion-Ramp,T-OR-01,Sensors Kit,VendorF,121,115,0.0,,2026-03-05,2026-02-02,2026-02-15
Phoenix-ETD,T-PH-04,Sensors Kit,VendorE,155,152,0.0,,2026-01-02,2025-12-13,
Nova-Upgrade,T-NO-05,MFC,VendorC,26,73,0.0,,2025-12-09,2025-11-01,2025-11-26
Orion-Ramp,T-OR-08,Chiller,VendorC,38,30,0.0,,2025-11-23,2025-12-13,2025-12-16
Orion-Ramp,T-OR-03,Harness,VendorE,71,70,0.0,,2025-11-08,2025-10-19,2025-11-03
Nova-Upgrade,T-NO-09,Control Cabinet,VendorD,88,81,6222.23,Late ECO,2026-02-14,2026-02-27,
Orion-Ramp,T-OR-07,Valve Manifold,VendorC,86,89,0.0,,2025-10-04,2025-10-07,
Nova-Upgrade,T-NO-01,Chiller,VendorD,118,99,0.0,,2026-03-17,2026-03-27,2026-03-23
Orion-Ramp,T-OR-08,Vac Pump,VendorA,153,206,1800.64,Rework,2026-06-18,2026-06-27,2026-07-12
Nova-Upgrade,T-NO-09,Valve Manifold,VendorE,93,125,10709.11,Late ECO,2025-10-08,2025-09-19,2025-10-07
Orion-Ramp,T-OR-01,Tool Frame,VendorC,42,91,0.0,,2026-02-05,2026-01-24,2026-02-16
Phoenix-ETD,T-PH-10,RF Gen,VendorC,88,77,0.0,,2026-01-28,2026-02-05,2026-02-03
Helios-NewBay,T-HE-01,RF Gen,VendorF,72,95,0.0,,2025-08-19,2025-07-27,2025-08-02
Atlas-Sustaining,T-AT-03,Control Cabinet,VendorD,76,106,3057.77,Priority build,2025-12-13,2025-11-04,2025-11-06
Nova-Upgrade,T-NO-06,Valve Manifold,VendorC,65,57,0.0,,2026-04-16,2026-04-06,2026-04-04
Helios-NewBay,T-HE-04,Pressure Transducer,VendorC,144,108,0.0,,2025-10-16,2025-09-11,2025-10-04
Phoenix-ETD,T-PH-08,Chiller,VendorC,167,200,0.0,,2026-06-21,2026-06-01,2026-06-23
Atlas-Sustaining,T-AT-10,Tool Frame,VendorA,67,93,13449.05,Rework,2025-09-03,2025-08-04,2025-08-03
Atlas-Sustaining,T-AT-05,Sensors Kit,VendorE,38,23,0.0,,2026-01-09,2026-01-22,
Nova-Upgrade,T-NO-03,Harness,VendorE,48,66,2341.37,Priority build,2025-12-25,2025-11-20,2025-11-22
Orion-Ramp,T-OR-06,RF Gen,VendorA,137,132,2533.91,Air freight,2026-04-18,2026-03-12,
Atlas-Sustaining,T-AT-09,Pressure Transducer,VendorE,30,8,0.0,,2025-12-23,2025-12-07,2025-12-03
Nova-Upgrade,T-NO-07,Control Cabinet,VendorF,78,95,3014.67,Priority build,2026-05-17,2026-05-22,
Orion-Ramp,T-OR-01,MFC,VendorF,27,61,1390.88,Late ECO,2025-10-01,2025-10-17,
Atlas-Sustaining,T-AT-01,Control Cabinet,VendorF,69,69,0.0,,2026-01-16,2026-01-19,2026-02-11
Atlas-Sustaining,T-AT-10,Valve Manifold,VendorD,26,56,0.0,,2025-10-02,2025-09-04,2025-10-03
Atlas-Sustaining,T-AT-08,Valve Manifold,VendorC,119,154,10316.05,Missing parts,2025-11-27,2025-11-05,2025-11-23
Helios-NewBay,T-HE-02,Harness,VendorC,154,136,4320.24,Capacity constraint,2025-11-07,2025-11-03,2025-11-08
Orion-Ramp,T-OR-02,MFC,VendorF,76,41,0.0,,2026-03-30,2026-03-26,
Helios-NewBay,T-HE-05,RF Gen,VendorF,141,157,0.0,,2026-03-20,2026-02-22,
Nova-Upgrade,T-NO-07,Sensors Kit,VendorF,167,211,8222.23,Supplier expedite,2025-12-03,2025-10-25,2025-11-13
Orion-Ramp,T-OR-04,Pressure Transducer,VendorC,153,167,4920.35,Air freight,2025-09-08,2025-08-17,2025-09-10
Nova-Upgrade,T-NO-07,RF Gen,VendorA,75,149,0.0,,2025-11-07,2025-10-12,
Phoenix-ETD,T-PH-01,Pressure Transducer,VendorE,113,107,0.0,,2026-01-22,2025-12-17,
Orion-Ramp,T-OR-06,Valve Manifold,VendorE,133,130,0.0,,2026-02-07,2026-01-05,2026-01-09
Nova-Upgrade,T-NO-06,Gas Box,VendorB,102,98,0.0,,2025-08-05,2025-08-22,2025-09-20
Atlas-Sustaining,T-AT-07,Pressure Transducer,VendorC,138,163,0.0,,2026-02-11,2026-01-25,2026-02-05
Phoenix-ETD,T-PH-09,Vac Pump,VendorB,176,161,6588.76,Late ECO,2026-02-16,2026-02-07,2026-01-31
Atlas-Sustaining,T-AT-09,RF Gen,VendorB,28,38,0.0,,2025-08-08,2025-08-26,2025-09-05
Phoenix-ETD,T-PH-08,Tool Frame,VendorC,167,193,0.0,,2025-12-06,2025-11-17,2025-11-18
Atlas-Sustaining,T-AT-08,Valve Manifold,VendorF,61,58,254.22,Priority build,2025-11-19,2025-11-01,2025-10-31
Phoenix-ETD,T-PH-09,Valve Manifold,VendorF,32,22,0.0,,2026-01-27,2026-02-04,2026-02-24
Helios-NewBay,T-HE-10,Control Cabinet,VendorC,118,126,0.0,,2026-02-06,2026-02-15,2026-03-03
Atlas-Sustaining,T-AT-10,Gas Box,VendorE,41,88,849.07,Capacity constraint,2026-04-24,2026-05-01,2026-05-28
Helios-NewBay,T-HE-03,Gas Box,VendorC,173,171,0.0,,2026-01-28,2025-12-22,
Orion-Ramp,T-OR-04,Sensors Kit,VendorB,176,133,0.0,,2026-01-18,2026-01-27,2026-02-16
Phoenix-ETD,T-PH-07,Pressure Transducer,VendorC,154,134,0.0,,2025-09-29,2025-09-28,2025-09-28
Helios-NewBay,T-HE-07,Harness,VendorA,80,69,0.0,,2025-08-08,2025-08-25,2025-08-18
Phoenix-ETD,T-PH-02,RF Gen,VendorF,29,8,0.0,,2026-02-28,2026-02-28,2026-03-02
Phoenix-ETD,T-PH-05,Harness,VendorA,38,50,0.0,,2026-06-24,2026-05-28,2026-06-17
Orion-Ramp,T-OR-04,Chiller,VendorA,121,119,3353.91,Late ECO,2025-10-11,2025-10-11,
Atlas-Sustaining,T-AT-09,Chiller,VendorB,65,95,541.78,Priority build,2025-09-27,2025-09-16,2025-10-07
Helios-NewBay,T-HE-03,Chiller,VendorA,77,127,1945.24,Rework,2026-03-29,2026-03-29,2026-04-23
Helios-NewBay,T-HE-06,Tool Frame,VendorE,157,261,0.0,,2026-03-18,2026-02-28,
Phoenix-ETD,T-PH-03,Chiller,VendorE,159,172,0.0,,2025-11-07,2025-11-14,2025-11-15
Phoenix-ETD,T-PH-08,Vac Pump,VendorD,95,142,0.0,,2026-01-23,2026-02-07,2026-01-30
Orion-Ramp,T-OR-09,Harness,VendorF,33,83,1432.96,Priority build,2026-02-23,2026-01-16,
Helios-NewBay,T-HE-04,Vac Pump,VendorE,27,28,0.0,,2026-06-25,2026-06-17,
Orion-Ramp,T-OR-04,Vac Pump,VendorE,156,157,0.0,,2026-06-06,2026-04-28,2026-04-28
Orion-Ramp,T-OR-09,RF Gen,VendorE,131,45,48.57,Late ECO,2025-08-03,2025-07-01,2025-07-05
Phoenix-ETD,T-PH-02,MFC,VendorB,124,114,0.0,,2025-11-23,2025-11-20,2025-11-22
Phoenix-ETD,T-PH-02,Sensors Kit,VendorE,84,137,0.0,,2025-07-08,2025-06-06,
Nova-Upgrade,T-NO-08,Control Cabinet,VendorC,57,85,0.0,,2026-01-29,2025-12-25,2025-12-15
Atlas-Sustaining,T-AT-01,Control Cabinet,VendorC,123,60,13019.34,Rework,2026-03-03,2026-03-10,2026-04-04
Phoenix-ETD,T-PH-08,Valve Manifold,VendorD,61,111,3792.52,Rework,2025-12-11,2025-11-25,2025-12-18
Helios-NewBay,T-HE-08,Vac Pump,VendorD,126,169,0.0,,2025-11-30,2025-12-08,2025-12-10
Atlas-Sustaining,T-AT-03,Harness,VendorA,159,164,1111.61,Rework,2025-10-08,2025-10-12,
Nova-Upgrade,T-NO-02,Sensors Kit,VendorF,85,103,0.0,,2026-02-02,2026-01-31,
Phoenix-ETD,T-PH-05,Chiller,VendorF,177,218,0.0,,2025-12-05,2025-12-12,2025-12-21
Helios-NewBay,T-HE-07,Valve Manifold,VendorB,30,82,0.0,,2026-02-08,2026-01-27,
Nova-Upgrade,T-NO-10,Gas Box,VendorF,78,64,0.0,,2026-02-23,2026-03-03,2026-03-11
Nova-Upgrade,T-NO-10,Harness,VendorB,62,98,0.0,,2026-06-02,2026-06-15,
Helios-NewBay,T-HE-10,Control Cabinet,VendorB,122,140,1642.27,Missing parts,2025-10-11,2025-09-19,2025-10-08
Orion-Ramp,T-OR-01,Vac Pump,VendorC,87,86,0.0,,2026-03-04,2026-02-26,
Phoenix-ETD,T-PH-05,RF Gen,VendorF,155,202,3172.7,Air freight,2025-07-31,2025-06-29,2025-07-17
Nova-Upgrade,T-NO-09,Vac Pump,VendorB,156,111,3724.83,Capacity constraint,2026-03-12,2026-02-20,2026-02-19
Orion-Ramp,T-OR-07,RF Gen,VendorB,45,31,0.0,,2025-11-07,2025-11-10,2025-11-14
Atlas-Sustaining,T-AT-09,Sensors Kit,VendorF,157,190,0.0,,2026-02-09,2026-01-05,2026-01-22
Atlas-Sustaining,T-AT-08,Gas Box,VendorA,90,77,8947.43,Late ECO,2025-07-28,2025-08-09,2025-08-23
Phoenix-ETD,T-PH-02,Harness,VendorA,119,138,0.0,,2026-03-18,2026-03-12,2026-03-25
Orion-Ramp,T-OR-04,Tool Frame,VendorD,22,68,2163.32,Capacity constraint,2026-06-12,2026-06-04,2026-06-21
Atlas-Sustaining,T-AT-02,Pressure Transducer,VendorF,66,94,0.0,,2025-12-21,2025-11-17,
Helios-NewBay,T-HE-05,RF Gen,VendorC,23,8,0.0,,2026-05-16,2026-04-11,
Nova-Upgrade,T-NO-03,MFC,VendorF,61,8,0.0,,2025-09-19,2025-09-06,2025-09-28
Helios-NewBay,T-HE-07,Harness,VendorF,87,82,0.0,,2026-02-25,2026-02-26,
Nova-Upgrade,T-NO-03,Control Cabinet,VendorC,169,186,0.0,,2026-04-23,2026-03-31,
Phoenix-ETD,T-PH-03,MFC,VendorF,67,51,1801.51,Late ECO,2026-06-16,2026-06-18,2026-06-27
Nova-Upgrade,T-NO-03,Tool Frame,VendorD,43,48,6564.57,Capacity constraint,2026-06-12,2026-06-14,2026-07-09
Atlas-Sustaining,T-AT-06,Control Cabinet,VendorD,39,95,0.0,,2025-07-27,2025-07-19,2025-07-15
Nova-Upgrade,T-NO-02,MFC,VendorA,26,55,0.0,,2026-03-10,2026-03-19,
Nova-Upgrade,T-NO-04,Chiller,VendorD,98,82,0.0,,2026-06-21,2026-06-10,2026-07-02
Phoenix-ETD,T-PH-06,Harness,VendorC,135,135,0.0,,2025-12-19,2026-01-07,2026-01-20
Helios-NewBay,T-HE-01,Control Cabinet,VendorB,116,49,5655.13,Rework,2025-12-25,2025-11-27,
Helios-NewBay,T-HE-07,RF Gen,VendorC,63,137,0.0,,2025-08-13,2025-08-05,2025-08-08
Nova-Upgrade,T-NO-05,Harness,VendorB,37,66,0.0,,2025-12-04,2025-11-28,
Orion-Ramp,T-OR-07,Tool Frame,VendorF,36,48,10396.8,Supplier expedite,2026-03-13,2026-03-29,
Atlas-Sustaining,T-AT-06,RF Gen,VendorC,128,164,0.0,,2026-05-12,2026-04-24,2026-05-23
Nova-Upgrade,T-NO-08,Valve Manifold,VendorF,100,42,8135.4,Supplier expedite,2026-01-16,2025-12-19,2025-12-18
Nova-Upgrade,T-NO-08,MFC,VendorB,73,92,4883.63,Air freight,2025-09-26,2025-08-30,2025-09-13
Phoenix-ETD,T-PH-08,Gas Box,VendorB,118,97,0.0,,2025-11-03,2025-11-17,
Helios-NewBay,T-HE-05,Tool Frame,VendorD,179,190,0.0,,2025-08-15,2025-09-01,2025-09-27
Phoenix-ETD,T-PH-01,Chiller,VendorA,92,162,2117.52,Capacity constraint,2026-06-23,2026-07-10,2026-08-01
Phoenix-ETD,T-PH-03,Gas Box,VendorB,78,76,4238.52,Rework,2025-08-07,2025-07-21,2025-07-12
Phoenix-ETD,T-PH-05,Harness,VendorC,58,66,5004.1,Rework,2026-04-29,2026-04-03,
Helios-NewBay,T-HE-06,Chiller,VendorD,177,125,13884.1,Capacity constraint,2026-06-07,2026-06-03,2026-06-06
Atlas-Sustaining,T-AT-01,Tool Frame,VendorB,69,91,0.0,,2026-01-21,2025-12-24,2025-12-24
Orion-Ramp,T-OR-06,Harness,VendorB,129,140,4018.07,Missing parts,2026-02-13,2026-01-18,2026-02-10
Phoenix-ETD,T-PH-07,Gas Box,VendorA,124,163,0.0,,2026-04-26,2026-04-15,2026-04-08
Phoenix-ETD,T-PH-09,Chiller,VendorB,63,86,5838.07,Missing parts,2026-03-11,2026-03-24,2026-04-10
Helios-NewBay,T-HE-07,Pressure Transducer,VendorE,134,113,0.0,,2025-09-26,2025-09-18,2025-09-19
Atlas-Sustaining,T-AT-04,Chiller,VendorF,36,84,0.0,,2026-03-07,2026-03-01,2026-02-22
Atlas-Sustaining,T-AT-09,Gas Box,VendorA,70,103,0.0,,2025-09-16,2025-10-06,2025-10-05
Atlas-Sustaining,T-AT-07,Tool Frame,VendorF,169,167,1072.46,Capacity constraint,2026-05-09,2026-04-13,2026-04-09
Helios-NewBay,T-HE-01,Valve Manifold,VendorB,45,76,0.0,,2025-10-01,2025-10-07,2025-10-18
Atlas-Sustaining,T-AT-02,Vac Pump,VendorF,53,138,0.0,,2025-07-15,2025-06-21,
Atlas-Sustaining,T-AT-06,Chiller,VendorF,68,22,0.0,,2026-04-21,2026-03-22,
Atlas-Sustaining,T-AT-05,Gas Box,VendorD,37,43,1566.25,Supplier expedite,2026-05-20,2026-05-24,2026-05-24
Phoenix-ETD,T-PH-08,Gas Box,VendorD,86,49,0.0,,2026-02-20,2026-02-10,2026-03-05
Nova-Upgrade,T-NO-05,Vac Pump,VendorA,154,173,0.0,,2026-01-21,2025-12-24,2025-12-26
Orion-Ramp,T-OR-05,Valve Manifold,VendorA,120,140,0.0,,2025-08-27,2025-08-18,2025-08-26
Helios-NewBay,T-HE-07,Vac Pump,VendorF,126,114,4653.62,Late ECO,2026-05-05,2026-05-05,2026-04-26
Atlas-Sustaining,T-AT-08,Pressure Transducer,VendorF,68,60,1034.09,Air freight,2026-04-30,2026-04-17,2026-04-11
Orion-Ramp,T-OR-06,Vac Pump,VendorA,155,186,9582.92,Capacity constraint,2025-12-31,2025-12-01,2025-12-22
Phoenix-ETD,T-PH-01,Chiller,VendorA,158,212,0.0,,2026-01-05,2025-11-29,2025-12-13
Phoenix-ETD,T-PH-04,Vac Pump,VendorD,129,124,0.0,,2025-07-22,2025-08-07,
Orion-Ramp,T-OR-05,Tool Frame,VendorF,53,64,0.0,,2025-10-16,2025-09-30,
Helios-NewBay,T-HE-06,Gas Box,VendorF,77,67,0.0,,2025-07-31,2025-06-27,2025-07-24
Nova-Upgrade,T-NO-07,Tool Frame,VendorC,111,130,0.0,,2025-11-28,2025-11-14,2025-11-17
Phoenix-ETD,T-PH-10,Tool Frame,VendorD,29,8,0.0,,2025-07-10,2025-06-14,
Helios-NewBay,T-HE-01,Control Cabinet,VendorA,33,48,0.0,,2026-03-05,2026-02-11,2026-02-03
Orion-Ramp,T-OR-02,RF Gen,VendorB,74,103,11362.21,Supplier expedite,2026-01-13,2026-01-17,
Helios-NewBay,T-HE-10,Harness,VendorE,141,189,0.0,,2025-12-17,2025-12-30,2025-12-22
Phoenix-ETD,T-PH-07,Valve Manifold,VendorE,149,142,0.0,,2026-06-26,2026-07-15,2026-07-05
Phoenix-ETD,T-PH-01,Tool Frame,VendorA,154,133,0.0,,2025-12-12,2025-12-20,2026-01-15
Helios-NewBay,T-HE-06,Control Cabinet,VendorF,59,97,0.0,,2025-12-07,2025-11-20,
Helios-NewBay,T-HE-03,Gas Box,VendorE,52,55,0.0,,2026-05-13,2026-04-08,2026-05-03
Helios-NewBay,T-HE-10,RF Gen,VendorE,171,194,0.0,,2025-10-07,2025-10-27,
Phoenix-ETD,T-PH-05,Tool Frame,VendorF,66,67,0.0,,2026-04-27,2026-04-01,2026-04-20
Atlas-Sustaining,T-AT-03,Gas Box,VendorE,42,72,7507.02,Priority build,2025-08-19,2025-08-27,2025-09-14
Nova-Upgrade,T-NO-10,Pressure Transducer,VendorD,37,8,0.0,,2026-02-08,2026-01-04,2025-12-26
Phoenix-ETD,T-PH-01,Vac Pump,VendorE,138,117,7916.72,Air freight,2025-11-07,2025-11-15,2025-11-14
Orion-Ramp,T-OR-02,Chiller,VendorE,127,133,0.0,,2026-04-10,2026-03-14,2026-03-09
Orion-Ramp,T-OR-04,Pressure Transducer,VendorA,170,195,0.0,,2025-12-30,2025-12-27,2026-01-04
Atlas-Sustaining,T-AT-08,Pressure Transducer,VendorB,158,136,1784.14,Missing parts,2025-08-17,2025-07-28,2025-07-26
Phoenix-ETD,T-PH-08,Control Cabinet,VendorE,88,117,0.0,,2026-04-10,2026-03-12,2026-03-11
Helios-NewBay,T-HE-05,Harness,VendorE,160,171,0.0,,2025-09-01,2025-09-02,2025-09-29
Atlas-Sustaining,T-AT-04,Control Cabinet,VendorA,65,86,0.0,,2026-04-10,2026-03-25,2026-04-16
Atlas-Sustaining,T-AT-07,Control Cabinet,VendorB,25,12,11598.59,Air freight,2026-04-10,2026-04-13,2026-05-08
Nova-Upgrade,T-NO-04,Sensors Kit,VendorC,128,161,0.0,,2026-01-31,2025-12-23,2025-12-19
Orion-Ramp,T-OR-10,MFC,VendorC,174,253,0.0,,2026-02-02,2026-01-09,2026-02-01
Helios-NewBay,T-HE-02,Gas Box,VendorE,158,166,0.0,,2025-07-08,2025-06-21,2025-06-17
Nova-Upgrade,T-NO-02,Tool Frame,VendorB,91,94,0.0,,2026-02-16,2026-01-15,
Phoenix-ETD,T-PH-06,Tool Frame,VendorA,27,32,0.0,,2025-08-14,2025-08-24,2025-08-23
Phoenix-ETD,T-PH-08,Gas Box,VendorF,65,68,0.0,,2026-01-24,2026-01-22,
Orion-Ramp,T-OR-04,Valve Manifold,VendorE,155,187,10550.98,Missing parts,2025-08-13,2025-07-28,2025-07-28
Nova-Upgrade,T-NO-07,Gas Box,VendorE,116,70,0.0,,2026-02-10,2026-01-28,2026-01-22
Atlas-Sustaining,T-AT-02,Control Cabinet,VendorB,79,105,0.0,,2025-08-03,2025-08-03,2025-08-05
Phoenix-ETD,T-PH-02,Tool Frame,VendorA,88,66,0.0,,2025-10-01,2025-09-16,
Atlas-Sustaining,T-AT-03,MFC,VendorF,53,63,0.0,,2026-01-17,2026-01-06,2026-01-01
Nova-Upgrade,T-NO-08,MFC,VendorA,64,76,0.0,,2025-11-30,2025-11-05,
Helios-NewBay,T-HE-10,Chiller,VendorC,102,142,0.0,,2026-01-13,2025-12-19,2025-12-11
Orion-Ramp,T-OR-07,MFC,VendorF,151,150,0.0,,2026-06-09,2026-06-13,2026-07-03
Orion-Ramp,T-OR-07,Harness,VendorC,23,15,0.0,,2025-07-05,2025-07-16,
Phoenix-ETD,T-PH-02,Valve Manifold,VendorC,142,134,0.0,,2025-11-17,2025-12-06,2025-12-23
Phoenix-ETD,T-PH-07,Chiller,VendorB,47,61,0.0,,2025-10-28,2025-10-14,
Orion-Ramp,T-OR-01,Pressure Transducer,VendorF,43,66,0.0,,2025-08-23,2025-07-26,2025-08-05
Helios-NewBay,T-HE-01,Harness,VendorE,164,171,4817.34,Priority build,2025-07-06,2025-07-21,2025-07-20
Orion-Ramp,T-OR-06,Valve Manifold,VendorA,67,71,0.0,,2025-07-28,2025-07-29,2025-07-27
Helios-NewBay,T-HE-05,Harness,VendorA,174,175,8643.29,Supplier expedite,2025-07-28,2025-08-07,2025-08-22
Helios-NewBay,T-HE-05,Harness,VendorC,83,81,968.83,Air freight,2025-11-30,2025-10-30,2025-11-28
Atlas-Sustaining,T-AT-10,Harness,VendorB,89,68,0.0,,2025-07-22,2025-06-14,2025-07-10
Phoenix-ETD,T-PH-06,MFC,VendorE,30,75,2199.19,Air freight,2026-05-18,2026-05-12,2026-05-04
Phoenix-ETD,T-PH-03,Valve Manifold,VendorC,34,61,0.0,,2025-09-03,2025-09-11,
Atlas-Sustaining,T-AT-01,Harness,VendorC,162,197,0.0,,2026-05-15,2026-05-12,2026-05-06
Phoenix-ETD,T-PH-05,Control Cabinet,VendorE,125,173,0.0,,2025-09-20,2025-09-18,2025-09-16
Nova-Upgrade,T-NO-10,Vac Pump,VendorB,125,161,0.0,,2026-02-09,2026-02-15,2026-02-21
Helios-NewBay,T-HE-04,Pressure Transducer,VendorA,82,72,0.0,,2026-06-02,2026-05-19,2026-06-03
Atlas-Sustaining,T-AT-03,Vac Pump,VendorE,79,131,0.0,,2025-12-14,2025-11-23,
Nova-Upgrade,T-NO-07,Pressure Transducer,VendorE,132,138,0.0,,2025-09-17,2025-09-04,
Phoenix-ETD,T-PH-06,Vac Pump,VendorF,46,67,0.0,,2026-03-25,2026-04-05,2026-04-26
Orion-Ramp,T-OR-04,Tool Frame,VendorC,145,195,2238.51,Late ECO,2026-04-20,2026-05-04,2026-05-07
Orion-Ramp,T-OR-07,Control Cabinet,VendorD,136,127,3596.75,Supplier expedite,2025-07-13,2025-06-28,2025-07-10
Helios-NewBay,T-HE-10,Gas Box,VendorD,138,200,0.0,,2026-01-08,2026-01-20,2026-02-03
Atlas-Sustaining,T-AT-04,Sensors Kit,VendorB,74,108,0.0,,2025-10-12,2025-09-27,2025-09-20
Atlas-Sustaining,T-AT-09,Vac Pump,VendorD,27,68,0.0,,2026-03-18,2026-03-25,2026-04-06
Nova-Upgrade,T-NO-02,Tool Frame,VendorC,49,16,37.65,Air freight,2026-05-15,2026-05-23,2026-06-18
Atlas-Sustaining,T-AT-05,Pressure Transducer,VendorB,37,65,0.0,,2025-09-04,2025-09-04,2025-09-20
Orion-Ramp,T-OR-07,Pressure Transducer,VendorE,75,90,0.0,,2025-10-25,2025-10-07,2025-10-27
Atlas-Sustaining,T-AT-02,Gas Box,VendorF,29,37,0.0,,2026-06-02,2026-05-20,2026-05-22
Phoenix-ETD,T-PH-10,Control Cabinet,VendorF,90,137,8325.36,Rework,2025-11-17,2025-11-10,2025-11-20
Phoenix-ETD,T-PH-05,Valve Manifold,VendorF,88,103,0.0,,2025-12-26,2025-12-30,2026-01-06
Orion-Ramp,T-OR-10,Control Cabinet,VendorA,171,188,0.0,,2025-07-13,2025-06-10,
Atlas-Sustaining,T-AT-07,RF Gen,VendorA,71,94,0.0,,2026-04-22,2026-04-09,2026-04-17
Phoenix-ETD,T-PH-01,Harness,VendorA,127,104,0.0,,2025-10-20,2025-11-03,
Phoenix-ETD,T-PH-05,RF Gen,VendorB,92,106,2460.65,Air freight,2026-01-06,2025-12-02,2025-11-25
Atlas-Sustaining,T-AT-07,Pressure Transducer,VendorD,116,163,0.0,,2026-05-19,2026-04-26,2026-04-29
Helios-NewBay,T-HE-03,Sensors Kit,VendorF,87,129,9791.11,Capacity constraint,2026-04-17,2026-03-24,
Nova-Upgrade,T-NO-09,Control Cabinet,VendorB,166,159,0.0,,2026-04-09,2026-04-21,2026-05-07
Orion-Ramp,T-OR-07,Valve Manifold,VendorC,51,96,0.0,,2026-03-30,2026-03-06,2026-03-24
Nova-Upgrade,T-NO-07,MFC,VendorF,101,132,0.0,,2026-06-09,2026-06-19,
Nova-Upgrade,T-NO-09,Control Cabinet,VendorF,167,165,7002.69,Capacity constraint,2025-12-15,2025-11-16,2025-12-13
Nova-Upgrade,T-NO-10,Harness,VendorC,159,179,6971.54,Capacity constraint,2026-01-20,2025-12-21,2026-01-12
Orion-Ramp,T-OR-04,Valve Manifold,VendorA,151,158,0.0,,2026-04-20,2026-04-10,
Orion-Ramp,T-OR-05,Vac Pump,VendorA,122,188,9133.6,Capacity constraint,2025-07-19,2025-07-18,2025-07-31
Nova-Upgrade,T-NO-03,Harness,VendorF,61,39,0.0,,2025-09-13,2025-08-17,
Orion-Ramp,T-OR-08,Tool Frame,VendorE,38,61,839.47,Capacity constraint,2025-12-01,2025-11-08,2025-11-10
Orion-Ramp,T-OR-03,Control Cabinet,VendorA,122,152,0.0,,2026-02-08,2026-02-09,
Orion-Ramp,T-OR-01,Pressure Transducer,VendorF,47,53,9114.7,Rework,2026-01-24,2026-01-16,
Orion-Ramp,T-OR-10,Sensors Kit,VendorF,54,119,0.0,,2025-10-08,2025-09-16,2025-09-30
Orion-Ramp,T-OR-02,MFC,VendorA,144,156,0.0,,2026-04-18,2026-03-25,2026-04-23
Helios-NewBay,T-HE-01,Tool Frame,VendorA,155,182,0.0,,2026-04-27,2026-03-21,
Nova-Upgrade,T-NO-05,Pressure Transducer,VendorC,58,74,0.0,,2026-02-20,2026-02-26,
Phoenix-ETD,T-PH-06,Gas Box,VendorE,20,60,0.0,,2025-08-02,2025-08-03,
Orion-Ramp,T-OR-05,Control Cabinet,VendorA,62,121,4113.1,Priority build,2026-01-25,2026-01-27,2026-02-04
Phoenix-ETD,T-PH-01,MFC,VendorC,148,184,0.0,,2025-09-25,2025-09-03,2025-09-28
Nova-Upgrade,T-NO-03,RF Gen,VendorC,147,126,0.0,,2026-05-27,2026-06-04,2026-05-28
Atlas-Sustaining,T-AT-07,MFC,VendorB,38,42,0.0,,2025-10-31,2025-09-24,
Nova-Upgrade,T-NO-04,Sensors Kit,VendorF,139,149,0.0,,2025-10-28,2025-10-28,2025-11-06
Nova-Upgrade,T-NO-04,MFC,VendorC,132,211,0.0,,2026-02-25,2026-02-12,2026-02-08
Helios-NewBay,T-HE-04,Control Cabinet,VendorF,52,60,1494.5,Capacity constraint,2025-07-23,2025-07-17,
Orion-Ramp,T-OR-06,Sensors Kit,VendorB,74,76,0.0,,2025-07-13,2025-07-06,2025-07-10
Atlas-Sustaining,T-AT-09,Tool Frame,VendorD,27,37,7079.45,Supplier expedite,2025-09-27,2025-09-21,2025-10-16
Atlas-Sustaining,T-AT-02,Vac Pump,VendorB,70,135,0.0,,2026-06-14,2026-05-06,2026-05-18
Atlas-Sustaining,T-AT-09,Harness,VendorD,115,147,0.0,,2026-01-27,2026-01-22,2026-02-10
